CVE-2019-8955
CVE-2018-0490
CVE-2017-16541
CVE-2017-0380
CVE-2017-0377
CVE-2017-0376
CVE-2017-0375
CVE-2016-9079
CVE-2016-8860
CVE-2016-1254
CVE-2014-5117
CVE-2013-7295
CVE-2012-5573
CVE-2012-4922
CVE-2012-4419
CVE-2012-2250
CVE-2012-2249
