4.2.1, 6/20/2019
4.2.0, 5/15/2019
4.1.0, 4/17/2019
4.0.2, 2/21/2019
4.0.1, 11/15/2018
4.0.0, 9/13/2018
3.9.5, 12/13/2017
3.9.3, 6/22/2017
3.9.1, 3/21/2017
3.9.0, 3/10/2017
3.8.7b, 11/29/2016
3.8.7, 11/25/2016
3.8.7a, 11/28/2016
3.8.6, 10/10/2016
3.8.5, 9/15/2016
3.8.4, 7/20/2016
3.8.3, 4/18/2016
3.8.2, 12/15/2015
3.7.2, 4/14/2015
